PRN;Time_UTC;Azimuth;Elevation;MP_C1X;MP_C5X;MP_C7X;MP_C8X;SNR_S1X;SNR_S5X;SNR_S7X;SNR_S8X
E19;2022-01-01 08:00:30;90.86;32.85;-0.4123;-0.0784;-0.6595;-0.0707;42.8;40.4;39.6;43.9
E19;2022-01-01 08:01:00;90.94;32.68;0.0492;-0.3788;-0.1605;-0.0738;41.7;40.8;39.7;44.0
E19;2022-01-01 08:01:30;91.01;32.51;-0.5191;0.1491;-0.9841;-0.0534;43.0;41.1;39.5;43.8
E19;2022-01-01 08:02:00;91.09;32.34;0.4993;-0.2666;0.2284;-0.0088;41.7;40.7;40.1;43.8
E19;2022-01-01 08:02:30;91.16;32.17;-0.4805;0.0464;-1.4202;-0.0055;42.9;40.9;39.7;44.3
E19;2022-01-01 08:03:00;91.24;32.01;-0.7125;-0.1591;0.5362;0.0505;42.6;41.0;39.6;44.7
E19;2022-01-01 08:03:30;91.32;31.84;0.1720;0.3394;-1.0590;0.0302;43.1;40.7;39.6;43.8
E19;2022-01-01 08:04:00;91.39;31.67;-0.6958;-0.3344;0.6567;0.1231;42.6;41.0;39.7;44.1
E19;2022-01-01 08:04:30;91.47;31.50;-0.1856;0.4207;-0.3806;0.0185;42.4;41.0;40.4;44.4
E19;2022-01-01 08:05:00;91.55;31.33;-0.3776;0.0091;0.0947;0.0562;42.7;40.4;39.8;43.6
E19;2022-01-01 08:05:30;91.63;31.16;0.5701;0.3597;0.7335;0.0238;42.3;40.8;40.5;44.8
E19;2022-01-01 08:06:00;91.70;31.00;0.1322;0.0834;-0.2257;-0.0353;42.9;40.4;40.0;43.7
E19;2022-01-01 08:06:30;91.78;30.83;-0.1997;0.7316;0.5882;-0.0334;43.4;40.5;40.0;44.1
E19;2022-01-01 08:07:00;91.86;30.66;0.4744;0.3645;-0.2602;-0.0954;43.0;40.2;40.0;43.6
E19;2022-01-01 08:07:30;91.94;30.49;0.0085;0.0502;0.5895;-0.0900;42.7;40.6;40.0;44.1
E19;2022-01-01 08:08:00;92.02;30.33;0.6898;0.2063;-0.4674;-0.0579;42.6;40.5;39.8;43.5
E19;2022-01-01 08:08:30;92.10;30.16;0.0616;0.2355;0.0908;-0.0781;42.8;41.5;40.4;44.6
E19;2022-01-01 08:09:00;92.17;29.99;0.3493;0.2218;-0.7300;-0.0475;42.4;40.7;39.9;44.2
E19;2022-01-01 08:09:30;92.25;29.82;-0.6880;-0.0484;-0.5177;0.0664;43.1;41.0;39.8;44.0
E19;2022-01-01 08:10:00;92.33;29.66;1.1575;0.3729;-0.4100;0.0512;42.4;40.8;39.8;43.9
E19;2022-01-01 08:10:30;92.41;29.49;-0.7273;0.1754;-0.5726;0.1409;43.1;40.6;39.7;44.2
E19;2022-01-01 08:11:00;92.49;29.32;-0.6993;0.2414;-0.2152;0.1046;43.0;41.4;39.4;44.6
E19;2022-01-01 08:11:30;92.57;29.16;0.2630;0.3939;-0.3796;0.2204;42.1;41.3;39.8;44.4
E19;2022-01-01 08:12:00;92.65;28.99;0.3378;-0.1314;0.0042;0.1307;43.2;41.1;40.5;44.7
E19;2022-01-01 08:12:30;92.74;28.82;-0.4156;0.3413;0.2318;0.1932;42.6;41.4;40.4;44.7
E19;2022-01-01 08:13:00;92.82;28.66;-0.0997;0.1582;-0.2804;0.1619;42.3;41.6;40.8;44.6
E19;2022-01-01 08:13:30;92.90;28.49;-0.0254;0.1164;0.9046;0.1801;42.6;41.2;40.1;44.5
E19;2022-01-01 08:14:00;92.98;28.32;-0.0714;0.3525;-0.4934;0.1250;42.7;41.8;39.6;45.0
E19;2022-01-01 08:14:30;93.06;28.16;0.0503;0.2855;0.6050;0.2037;42.4;41.8;40.3;45.1
E19;2022-01-01 08:15:00;93.14;27.99;0.0273;0.2108;0.2121;0.1334;42.0;41.7;40.2;44.7
E19;2022-01-01 08:15:30;93.22;27.82;0.3060;0.4546;-0.3696;0.1509;42.2;42.1;40.0;45.0
E19;2022-01-01 08:16:00;93.31;27.66;0.1656;0.1047;0.1269;0.1494;42.1;42.0;39.4;44.9
E19;2022-01-01 08:16:30;93.39;27.49;-0.2245;0.1866;-0.6659;0.1781;42.0;41.5;39.3;44.2
E19;2022-01-01 08:17:00;93.47;27.33;0.0966;0.0467;-0.5280;0.1886;42.3;42.0;39.3;44.7
E19;2022-01-01 08:17:30;93.55;27.16;0.1533;-0.2090;-0.6072;0.2046;42.0;41.5;39.0;44.0
E19;2022-01-01 08:18:00;93.64;26.99;0.0371;0.2318;-0.4939;0.2277;41.5;40.8;38.7;43.6
E19;2022-01-01 08:18:30;93.72;26.83;-0.3757;-0.2275;-0.6857;0.2059;41.3;40.8;38.8;43.6
E19;2022-01-01 08:19:00;93.80;26.66;0.5169;0.0094;-0.5865;0.2476;41.4;41.1;39.1;43.6
E19;2022-01-01 08:19:30;93.88;26.50;-0.2638;-0.4469;-0.6616;0.2250;42.3;39.9;38.6;43.5
E19;2022-01-01 08:20:00;93.97;26.33;-0.2262;0.3432;-0.5224;0.2223;40.9;40.5;38.2;43.6
E19;2022-01-01 08:20:30;94.05;26.17;-0.0292;-0.2765;-0.8114;0.1591;41.7;39.9;37.9;43.2
E19;2022-01-01 08:21:00;94.13;26.00;-0.2230;0.3026;0.1995;0.1599;41.3;40.1;39.1;43.3
E19;2022-01-01 08:21:30;94.22;25.84;0.0459;-0.2123;-0.4287;0.1271;41.0;40.2;38.5;43.1
E19;2022-01-01 08:22:00;94.30;25.67;0.1726;-0.0521;-0.2606;0.1310;41.2;40.0;38.6;43.2
E19;2022-01-01 08:22:30;94.39;25.51;-0.4564;0.0447;-0.4223;0.1469;41.4;39.4;38.9;43.1
E19;2022-01-01 08:23:00;94.47;25.34;0.1436;-0.1790;-0.5221;0.1683;41.1;39.3;38.6;42.8
E19;2022-01-01 08:23:30;94.56;25.18;-0.1523;0.2207;-0.8096;0.1964;41.5;39.9;38.5;43.1
E19;2022-01-01 08:24:00;94.64;25.01;-0.0224;-0.2216;-0.6752;0.2092;41.9;39.3;38.5;42.7
E19;2022-01-01 08:24:30;94.73;24.85;-0.1602;-0.0188;-0.7469;0.1935;40.9;39.2;38.2;42.8
E19;2022-01-01 08:25:00;94.81;24.68;-0.0070;0.0256;-0.8514;0.3012;41.1;39.6;37.8;42.4
E19;2022-01-01 08:25:30;94.90;24.52;-0.2653;0.0784;-0.1447;0.2457;40.9;39.0;38.4;42.7
E19;2022-01-01 08:26:00;94.98;24.36;0.2836;0.1305;-0.7251;0.2236;41.2;38.9;38.3;42.3
E19;2022-01-01 08:26:30;95.07;24.19;0.4806;-0.1587;-0.4348;0.2548;41.3;39.0;38.4;42.3
E19;2022-01-01 08:27:00;95.15;24.03;0.0669;-0.2108;0.3696;0.2196;41.7;39.0;39.3;43.0
E19;2022-01-01 08:27:30;95.24;23.86;-0.0906;-0.2457;-0.3495;0.1021;41.4;39.6;39.1;42.8
E19;2022-01-01 08:28:00;95.32;23.70;0.0836;-0.6349;-0.2969;0.1997;41.3;38.6;39.1;42.7
E19;2022-01-01 08:28:30;95.41;23.53;0.0053;-0.3569;0.4261;0.0367;41.7;38.5;39.6;42.7
E19;2022-01-01 08:29:00;95.49;23.37;0.0581;-0.3071;0.3239;0.0255;41.4;38.8;39.1;43.1
E19;2022-01-01 08:29:30;95.58;23.21;0.0183;-0.4391;-0.2491;0.0067;41.8;38.7;39.1;42.9
E19;2022-01-01 08:30:00;95.67;23.04;-0.1411;-0.3904;0.3246;-0.0144;41.5;39.2;39.7;43.0
E19;2022-01-01 08:30:30;95.75;22.88;0.2693;-0.6330;0.2822;-0.0535;41.6;39.4;39.4;42.9
E19;2022-01-01 08:31:00;95.84;22.72;-0.1803;-0.2029;-0.1066;-0.0492;41.6;38.9;40.2;43.0
E19;2022-01-01 08:31:30;95.93;22.55;0.4881;-0.2391;0.0446;0.0363;41.6;39.6;39.7;43.4
E19;2022-01-01 08:32:00;96.01;22.39;0.3255;-0.1945;-0.0328;-0.0111;41.6;39.4;40.0;43.3
E19;2022-01-01 08:32:30;96.10;22.23;0.3685;-0.6812;-0.3102;0.0597;41.0;39.3;40.2;43.2
E19;2022-01-01 08:33:00;96.19;22.06;0.3809;-0.2044;0.0327;0.0577;41.6;39.8;39.9;43.5
E19;2022-01-01 08:33:30;96.27;21.90;0.0702;-0.3231;-0.2435;0.1320;41.3;39.9;40.1;43.6
E19;2022-01-01 08:34:00;96.36;21.74;0.3372;-0.1678;-0.2088;0.0666;42.1;40.2;39.7;43.5
E19;2022-01-01 08:34:30;96.45;21.58;-0.0554;-0.1689;0.1328;0.1496;41.6;40.4;40.2;44.1
E19;2022-01-01 08:35:00;96.54;21.41;-0.0081;-0.1438;0.1742;0.0966;40.9;40.4;41.0;44.0
E19;2022-01-01 08:35:30;96.62;21.25;-0.4002;0.3639;0.4561;0.1054;41.5;41.0;39.7;44.0
E19;2022-01-01 08:36:00;96.71;21.09;-0.0208;0.0741;0.3346;0.0559;40.4;40.6;39.7;43.8
E19;2022-01-01 08:36:30;96.80;20.93;0.2622;0.4953;0.4881;0.1023;40.9;40.4;40.3;44.3
E19;2022-01-01 08:37:00;96.89;20.76;0.0698;0.4603;0.7158;0.1380;40.0;40.9;40.5;44.6
E19;2022-01-01 08:37:30;96.97;20.60;0.1189;0.2834;0.6408;0.0856;40.8;40.8;39.3;44.4
E19;2022-01-01 08:38:00;97.06;20.44;0.2341;0.5431;0.1331;0.1092;40.1;41.0;39.6;43.7
E19;2022-01-01 08:38:30;97.15;20.28;-0.3318;0.5541;-0.1414;0.1237;40.2;41.1;39.6;44.2
E19;2022-01-01 08:39:00;97.24;20.11;-0.1971;0.5078;0.3160;0.1325;39.7;41.2;39.1;43.8
E19;2022-01-01 08:39:30;97.33;19.95;-0.4172;0.1594;0.3018;0.2014;39.9;41.4;39.1;43.9
E19;2022-01-01 08:40:00;97.41;19.79;-0.0950;0.6812;0.4450;0.0912;40.4;41.6;39.4;44.2
E19;2022-01-01 08:40:30;97.50;19.63;-0.4153;0.5581;0.1637;0.1735;40.6;41.3;39.3;44.1
E19;2022-01-01 08:41:00;97.59;19.47;-0.2387;0.4250;0.1603;0.1784;40.4;41.2;39.3;44.1
E19;2022-01-01 08:41:30;97.68;19.31;-0.3280;0.5198;-0.2318;0.1491;40.2;41.1;38.8;44.2
E19;2022-01-01 08:42:00;97.77;19.14;0.1387;0.3882;0.2927;0.1396;39.9;40.9;38.7;44.0
E19;2022-01-01 08:42:30;97.86;18.98;-0.0542;0.0111;0.1667;0.0625;39.8;41.2;38.5;43.3
E19;2022-01-01 08:43:00;97.95;18.82;-0.2926;0.3536;-0.0239;0.1314;40.2;40.9;37.9;43.4
E19;2022-01-01 08:43:30;98.03;18.66;0.0681;-0.1751;0.2481;0.0659;40.0;40.2;38.0;43.1
E19;2022-01-01 08:44:00;98.12;18.50;-0.1323;0.0299;0.1643;0.0307;40.1;40.0;38.3;42.8
E19;2022-01-01 08:44:30;98.21;18.34;-0.1823;0.3325;0.5480;0.0397;39.7;40.2;38.7;42.8
E19;2022-01-01 08:45:00;98.30;18.18;-0.0606;0.2236;-0.0282;-0.0372;40.2;40.2;36.9;42.6
E19;2022-01-01 08:45:30;98.39;18.02;0.0713;0.2246;0.4445;0.0806;39.5;40.2;37.4;42.9
E19;2022-01-01 08:46:00;98.48;17.86;-0.0164;0.2142;0.0778;-0.0302;38.6;40.1;38.0;43.1
E19;2022-01-01 08:46:30;98.57;17.70;0.1282;0.2234;0.0156;0.0338;39.1;39.6;37.4;42.8
E19;2022-01-01 08:47:00;98.66;17.53;-0.1670;-0.1962;0.4487;0.0050;38.8;39.4;38.9;42.8
E19;2022-01-01 08:47:30;98.75;17.37;0.1826;-0.0463;0.1970;-0.1348;39.4;39.8;37.6;42.6
E19;2022-01-01 08:48:00;98.84;17.21;-0.1184;0.5042;0.1502;-0.0745;38.2;39.9;37.6;42.7
E19;2022-01-01 08:48:30;98.93;17.05;-0.3989;0.3525;0.3887;-0.0344;38.9;39.0;37.0;42.0
E19;2022-01-01 08:49:00;99.02;16.89;-0.3062;0.5505;0.2637;-0.0460;38.8;39.3;37.3;42.1
E19;2022-01-01 08:49:30;99.11;16.73;0.1063;0.7320;0.1418;-0.0880;38.6;39.5;36.8;42.3
E19;2022-01-01 08:50:00;99.20;16.57;-0.1352;0.2957;-0.1156;-0.1279;39.1;39.2;37.2;41.9
E19;2022-01-01 08:50:30;99.29;16.41;-0.0269;0.4515;0.0619;-0.0390;38.9;39.6;37.8;42.5
E19;2022-01-01 08:51:00;99.38;16.25;-0.1728;0.3387;-0.1022;-0.0444;38.9;38.9;37.1;41.9
E19;2022-01-01 08:51:30;99.47;16.09;-0.5386;0.0112;-0.4246;-0.0739;39.1;38.9;37.9;42.3
E19;2022-01-01 08:52:00;99.56;15.93;-0.1377;0.3724;-0.1660;-0.1626;39.1;39.3;37.8;42.5
E19;2022-01-01 08:52:30;99.65;15.77;0.0076;0.3167;-0.3801;-0.0608;39.5;39.7;37.5;42.2
E19;2022-01-01 08:53:00;99.74;15.61;0.1443;0.1947;-0.4141;-0.0368;39.4;39.3;37.1;42.3
E19;2022-01-01 08:53:30;99.83;15.45;-0.5284;0.6467;-0.3404;-0.0257;38.6;39.8;37.8;42.6
E19;2022-01-01 08:54:00;99.92;15.29;-0.0159;0.6917;-0.3752;0.1632;38.4;40.2;38.2;42.8
E19;2022-01-01 08:54:30;100.01;15.14;-0.2926;0.6529;-0.1242;0.1310;38.6;39.6;38.7;43.0
E19;2022-01-01 08:55:00;100.10;14.98;-0.3100;0.5426;-0.3869;0.0282;38.8;39.8;38.4;43.0
E19;2022-01-01 08:55:30;100.19;14.82;-0.5613;0.7128;-0.0804;0.2212;38.8;40.1;38.5;43.1
E19;2022-01-01 08:56:00;100.28;14.66;-0.3877;0.4198;0.0755;0.2958;37.9;39.9;39.2;43.4
E19;2022-01-01 08:56:30;100.37;14.50;-0.5037;0.1423;0.1952;0.2589;38.6;40.2;39.1;43.5
E19;2022-01-01 08:57:00;100.46;14.34;-0.1573;0.1281;0.0740;0.3090;38.4;39.9;39.1;43.3
E19;2022-01-01 08:57:30;100.55;14.18;0.0017;0.2521;0.0812;0.3186;38.6;39.8;39.0;43.3
E19;2022-01-01 08:58:00;100.64;14.02;-0.1237;0.2070;0.0143;0.3370;37.9;39.9;39.4;43.1
E19;2022-01-01 08:58:30;100.73;13.86;-0.0118;0.4228;-0.1340;0.4244;39.3;40.3;39.6;43.7
E19;2022-01-01 08:59:00;100.82;13.70;0.0339;0.4983;0.1242;0.3611;38.3;40.3;40.4;44.0
E19;2022-01-01 08:59:30;100.91;13.55;-0.4078;0.2620;0.0732;0.3725;39.1;40.9;38.9;44.1
E19;2022-01-01 09:00:00;101.00;13.39;-0.0184;0.0628;0.2068;0.4172;38.9;40.0;39.1;43.5
E19;2022-01-01 09:00:30;101.09;13.23;0.2504;0.2007;-0.0264;0.3467;37.7;40.2;39.3;43.5
E19;2022-01-01 09:01:00;101.18;13.07;0.1811;0.4213;0.2758;0.4462;39.0;40.7;40.2;43.9
E19;2022-01-01 09:01:30;101.27;12.91;0.3791;0.4348;0.3944;0.4372;38.3;40.2;39.7;43.6
E19;2022-01-01 09:02:00;101.36;12.75;0.0905;0.0865;0.3841;0.3162;38.1;39.8;39.6;43.7
E19;2022-01-01 09:02:30;101.45;12.60;0.4449;0.2133;0.2762;0.2943;38.3;39.9;39.4;43.5
E19;2022-01-01 09:03:00;101.54;12.44;-0.2948;0.1877;0.4233;0.2933;38.5;40.4;39.3;43.7
E19;2022-01-01 09:03:30;101.63;12.28;-0.7175;0.2576;0.1620;0.4130;37.9;40.6;39.7;43.7
E19;2022-01-01 09:04:00;101.72;12.12;-0.1495;0.7118;0.3054;0.3367;38.3;40.0;39.8;43.8
E19;2022-01-01 09:04:30;101.81;11.96;0.0839;-0.1834;0.1936;0.2605;37.5;39.2;40.2;42.7
E19;2022-01-01 09:05:00;101.90;11.81;-0.3466;0.2042;0.2798;0.1296;36.7;39.3;39.3;42.6
E19;2022-01-01 09:05:30;102.00;11.65;-0.1356;0.4692;-0.2824;0.0992;37.9;39.3;38.3;42.8
E19;2022-01-01 09:06:00;102.09;11.49;-0.4096;0.1645;-0.0509;0.1730;38.1;39.1;38.4;43.3
E19;2022-01-01 09:06:30;102.18;11.33;-0.2733;-0.0437;-0.1890;0.1778;37.0;39.1;39.2;42.7
E19;2022-01-01 09:07:00;102.27;11.18;-0.4100;0.1045;0.1663;0.0809;37.1;38.4;38.8;42.2
E19;2022-01-01 09:07:30;102.36;11.02;-0.5974;-0.2416;-0.1050;0.0111;36.7;37.9;37.9;41.2
E19;2022-01-01 09:08:00;102.45;10.86;0.3488;-0.1740;0.0060;-0.0192;37.4;37.0;37.5;41.1
E19;2022-01-01 09:08:30;102.54;10.70;-0.1641;-0.1472;0.2508;-0.0597;36.9;38.0;37.4;41.3
E19;2022-01-01 09:09:00;102.63;10.55;-0.1355;-0.1179;0.4939;-0.0616;36.5;37.3;36.9;41.3
E19;2022-01-01 09:09:30;102.72;10.39;-0.3578;-0.1410;0.1668;0.0187;38.1;36.7;37.2;40.7
E19;2022-01-01 09:10:00;102.81;10.23;-0.0954;-0.2071;0.1489;-0.1472;37.7;36.5;36.9;40.8
E19;2022-01-01 09:10:30;102.90;10.08;-0.3470;-0.3520;-0.2074;-0.1253;36.9;36.7;36.7;40.5
E19;2022-01-01 09:11:00;102.99;9.92;-0.1521;-0.3581;-0.2217;-0.1199;37.7;36.5;35.3;39.6
E19;2022-01-01 09:11:30;103.08;9.76;-0.7039;-0.1237;0.0080;-0.0995;36.6;36.4;35.3;39.5
E19;2022-01-01 09:12:00;103.17;9.61;-0.0889;-0.1938;-0.2882;-0.1557;36.2;35.0;35.3;39.1
E19;2022-01-01 09:12:30;103.26;9.45;-0.1784;-0.3884;-0.0185;-0.1731;37.2;35.4;35.4;39.4
E19;2022-01-01 09:13:00;103.36;9.29;0.1576;-0.5043;-0.0791;-0.2471;37.6;35.2;34.0;38.4
E19;2022-01-01 09:13:30;103.45;9.14;-0.2676;-0.1563;0.1393;-0.2429;37.2;35.0;34.7;38.9
E19;2022-01-01 09:14:00;103.54;8.98;-0.2291;0.0837;0.4382;-0.3263;35.9;34.7;34.1;38.3
E19;2022-01-01 09:14:30;103.63;8.82;-0.0781;-0.0957;0.1565;-0.1798;35.6;36.0;35.1;39.2
E19;2022-01-01 09:15:00;103.72;8.67;-0.2958;-0.4707;-0.0660;-0.2223;36.7;34.0;34.6;38.2
E19;2022-01-01 09:15:30;103.81;8.51;0.2411;-0.9999;-0.2977;-0.3079;36.4;33.8;33.7;37.8
E19;2022-01-01 09:16:00;103.90;8.36;-0.2682;-1.1158;-0.4362;-0.3003;37.3;33.3;33.5;37.1
E19;2022-01-01 09:16:30;103.99;8.20;0.5173;-0.4477;-0.4934;-0.1769;37.3;33.1;33.8;36.8
E19;2022-01-01 09:17:00;104.08;8.04;-0.0241;-0.7871;-0.1607;-0.1917;37.3;33.4;32.9;36.8
E19;2022-01-01 09:17:30;104.17;7.89;-0.0359;-0.3903;-0.3114;-0.2363;36.9;33.8;33.6;37.1
E19;2022-01-01 09:18:00;104.26;7.73;0.1477;-0.0044;-0.2148;-0.2052;37.0;34.3;33.3;37.5
E19;2022-01-01 09:18:30;104.35;7.58;0.1317;0.2198;0.0021;-0.1854;36.4;35.0;33.9;38.1
E19;2022-01-01 09:19:00;104.44;7.42;0.4832;0.1597;-0.0566;-0.0462;37.5;35.2;34.5;38.2
E19;2022-01-01 09:19:30;104.53;7.27;0.3613;0.4647;0.7992;0.0056;37.0;35.7;34.7;38.9
E19;2022-01-01 09:20:00;104.62;7.11;-0.0554;0.2056;0.3408;-0.0945;36.7;34.3;34.1;37.4
E19;2022-01-01 09:20:30;104.71;6.95;-0.0453;-0.2496;0.0922;-0.0374;36.2;34.0;33.4;37.9
E19;2022-01-01 09:21:00;104.80;6.80;0.0385;-0.0220;-0.5219;-0.0241;36.2;34.6;33.8;37.6
E19;2022-01-01 09:21:30;104.89;6.64;-0.0906;0.5054;-0.1585;0.1030;35.4;33.8;32.8;37.0
E19;2022-01-01 09:22:00;104.98;6.49;-0.1112;0.5027;0.3689;-0.0666;35.0;34.2;33.1;37.2
E19;2022-01-01 09:22:30;105.08;6.33;0.0067;0.4039;0.2047;0.0091;36.2;33.9;32.2;37.1
E19;2022-01-01 09:23:00;105.17;6.18;-0.0482;0.4066;0.1566;-0.0832;35.5;34.7;30.4;36.7
E19;2022-01-01 09:23:30;105.26;6.02;0.2056;0.9487;0.3380;0.0427;34.8;35.6;32.3;37.7
E19;2022-01-01 09:24:00;105.35;5.87;0.0496;0.4889;0.3609;0.0087;34.7;35.1;33.4;37.5
E19;2022-01-01 09:24:30;105.44;5.71;-0.6537;0.9389;0.3223;-0.0186;33.4;35.0;32.6;36.9
E19;2022-01-01 09:25:00;105.53;5.56;-0.6266;0.4547;0.1978;0.0415;33.4;35.4;32.2;37.5
E19;2022-01-01 09:25:30;105.62;5.40;-0.0874;0.8957;0.7175;-0.0125;33.8;35.7;32.6;38.1
E19;2022-01-01 09:26:00;105.71;5.25;-0.0633;0.9051;0.0196;-0.0672;33.4;35.4;32.4;37.7
E19;2022-01-01 09:26:30;105.80;5.10;0.1847;0.3969;-0.2423;-0.0655;34.5;34.8;31.6;36.6
E19;2022-01-01 09:27:00;105.89;4.94;-0.2710;0.6592;-0.6401;-0.1348;35.8;34.7;30.5;36.8
E19;2022-01-01 09:27:30;105.98;4.79;0.1591;1.0278;0.5416;0.1030;34.7;35.5;31.7;37.8
E19;2022-01-01 09:28:00;106.07;4.63;0.0020;0.6001;0.5774;0.0576;34.8;36.0;32.2;37.9
E19;2022-01-01 09:28:30;106.16;4.48;-0.1452;0.9501;0.2274;-0.0751;33.8;35.6;33.1;38.0
E19;2022-01-01 09:29:00;106.25;4.32;-0.5294;0.6525;0.3963;-0.1064;34.5;35.7;33.3;37.6
E19;2022-01-01 09:29:30;106.33;4.17;0.2923;0.5958;-0.1266;-0.1939;33.9;35.6;32.1;37.3
E19;2022-01-01 09:30:00;106.42;4.02;0.5318;0.5104;-0.2939;0.0125;34.3;34.8;32.3;37.9
E19;2022-01-01 09:30:30;106.51;3.86;0.1247;0.6136;-0.1464;-0.0067;33.0;34.2;33.1;37.2
E19;2022-01-01 09:31:00;106.60;3.71;-0.3173;0.2224;-0.4843;-0.2194;33.6;34.2;30.9;36.9
E19;2022-01-01 09:31:30;106.69;3.55;-0.3279;0.5966;-0.2242;-0.0500;32.8;35.0;30.9;37.1
E19;2022-01-01 09:32:00;106.78;3.40;0.2981;0.4147;0.1907;-0.0364;35.0;33.4;30.8;35.6
E19;2022-01-01 09:32:30;106.87;3.25;-0.2615;0.8490;-0.3610;-0.1740;32.9;33.1;29.0;34.2
E19;2022-01-01 09:33:00;106.96;3.09;0.1077;-0.0150;-0.4208;-0.0351;34.4;33.6;29.6;35.6
E19;2022-01-01 09:33:30;107.05;2.94;0.6110;0.1783;-0.1894;-0.2251;34.9;32.6;29.6;34.1
E19;2022-01-01 09:34:00;107.14;2.79;0.4330;0.0123;-0.5158;-0.4187;32.9;29.7;27.1;31.8
E19;2022-01-01 09:34:30;107.23;2.63;0.6462;0.2373;nan;-0.1916;29.3;29.1;nan;30.7
E19;2022-01-01 09:35:00;107.32;2.48;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:35:30;107.41;2.33;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:36:00;107.50;2.17;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:36:30;107.59;2.02;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:37:00;107.67;1.87;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:37:30;107.76;1.71;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:38:00;107.85;1.56;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:38:30;107.94;1.41;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:39:00;108.03;1.25;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:39:30;108.12;1.10;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:40:00;108.21;0.95;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:40:30;108.29;0.80;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:41:00;108.38;0.64;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:41:30;108.47;0.49;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:42:00;108.56;0.34;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:42:30;108.65;0.19;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 09:43:00;108.73;0.03;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:47:00;26.09;0.05;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:47:30;25.99;0.17;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:48:00;25.89;0.30;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:48:30;25.78;0.42;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:49:00;25.68;0.54;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:49:30;25.58;0.66;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:50:00;25.48;0.78;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:50:30;25.38;0.90;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:51:00;25.28;1.02;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:51:30;25.17;1.14;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:52:00;25.07;1.25;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:52:30;24.97;1.37;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:53:00;24.86;1.49;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:53:30;24.76;1.61;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:54:00;24.65;1.72;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:54:30;24.55;1.84;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:55:00;24.44;1.96;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:55:30;24.33;2.07;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:56:00;24.23;2.19;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:56:30;24.12;2.30;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:57:00;24.01;2.41;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:57:30;23.91;2.53;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:58:00;23.80;2.64;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:58:30;23.69;2.75;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:59:00;23.58;2.87;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 18:59:30;23.47;2.98;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 19:00:00;23.36;3.09;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 19:00:30;23.25;3.20;nan;nan;nan;nan;nan;nan;nan;nan
E19;2022-01-01 19:01:00;23.14;3.31;nan;nan;nan;nan;nan;nan;nan;nan
